saldainis	noun	saldai̇̃nis / saldaĩniai	saldainis saldainio saldainiui saldainį saldainiu saldainyje saldainiai saldainių saldainiams saldainius saldainiais saldainiuose
skrybėlė	noun	skrybėlė̃ / skrybėlė̃s	skrybėlė skrybėlės skrybėlei skrybėlę skrybėle skrybėlėje skrybėlės skrybėlių skrybėlėms skrybėles skrybėlėmis skrybėlėse
smakras	noun	smãkras / smãkrai	smakras smakro smakrui smakrą smakru smakre smakrai smakrų smakrams smakrus smakrais smakruose
tvartas	noun	tvártas / tvártai	tvartas tvarto tvartui tvartą tvartu tvarte tvartai tvartų tvartams tvartus tvartais tvartuose
tvora	noun	tvorà / tvorõs	tvora tvoros tvorai tvorą tvora tvoroje tvoros tvorų tvoroms tvoras tvoromis tvorose
uogauti	verb	uogáuti, uogáuja, uogãvo	uogauti uogauja uogavo
vadinti	verb	vadi̇̀nti, vadìna, vadìno	vadinti vadina vadino
vaikščioti	verb	váikščioti, váikščioja, váikščiojo	vaikščioti vaikščioja vaikščiojo
žaibas	noun	žai̇̃bas / žaibaĩ	žaibas žaibo žaibui žaibą žaibu žaibe žaibai žaibų žaibams žaibus žaibais žaibuose
žiūrovas	noun	žiūrõvas / žiūrõvai	žiūrovas žiūrovo žiūrovui žiūrovą žiūrovu žiūrove žiūrovai žiūrovų žiūrovams žiūrovus žiūrovais žiūrovuose
daiktas	noun	dáiktas / daiktaĩ	daiktas daikto daiktui daiktą daiktu daikte daiktai daiktų daiktams daiktus daiktais daiktuose
viršus	noun	viršùs / vir̃šūs	viršus viršaus viršui viršų viršumi viršuje viršūs viršų viršums viršus viršumis viršuose
kvapas	noun	kvãpas / kvapaĩ	kvapas kvapo kvapui kvapą kvapu kvape kvapai kvapų kvapams kvapus kvapais kvapuose
spalva	noun	spalvà / spalvõs	spalva spalvos spalvai spalvą spalva spalvoje spalvos spalvų spalvoms spalvas spalvomis spalvose
avis	noun	avi̇̀s / ãvys	avis avies aviai avį avimi avyje avys avių avims avis avimis avyse
atsiminti	verb	atsimiñti, atsìmena, atsìminė	atsiminti atsimenu atsimeni atsimena atsimename atsimenate atsiminiau atsiminei atsiminė atsiminėme atsiminėte atsiminsiu atsiminsi atsimins atsimink atsiminkite
basutės	noun	basùtė / basùtės	basutė basutės basutei basutę basute basutėje basučių basutėms basutes basutėmis basutėse
dribsniai	noun	drìbsnis / drìbsniai	dribsnis dribsnio dribsniui dribsnį dribsniu dribsnyje dribsniai dribsnių dribsniams dribsnius dribsniais dribsniuose
gulėti	verb	gulė́ti, gùli, gulė́jo	gulėti guliu guli gulime gulite gulėjau gulėjai gulėjo gulėjome gulėjote gulėsiu gulėsi gulės gulėk gulėkite
jausti	verb	jaũsti, jaũčia, jaũtė	jausti jaučiu jauti jaučia jaučiame jaučiate jaučiau jautei jautė jautėme jautėte jausiu jausi jaus jausk jauskite
kaklaraištis	noun	kaklãraištis / kaklãraiščiai	kaklaraištis kaklaraiščio kaklaraiščiui kaklaraištį kaklaraiščiu kaklaraištyje kaklaraiščiai kaklaraiščių kaklaraiščiams kaklaraiščius kaklaraiščiais kaklaraiščiuose
kirptis	verb	kir̃ptis, ker̃pasi, kir̃posi	kirptis kerpuosi kerpiesi kerpasi kerpamės kerpatės kirpausi kirpaisi kirposi kirpomės kirpotės kirpsiuosi kirpsiesi kirpsis kirpkis kirpkitės
kraujospūdis	noun	kraujóspūdis / kraujóspūdžiai	kraujospūdis kraujospūdžio kraujospūdžiui kraujospūdį kraujospūdžiu kraujospūdyje kraujospūdžiai kraujospūdžių kraujospūdžiams kraujospūdžius kraujospūdžiais kraujospūdžiuose
laikai	noun	laĩkas / laikaĩ	laikai laikų laikams laikus laikais laikuose laikas laiko laikui laiką laiku laike
matuoti	verb	matúoti, matúoja, matãvo	matuoti matuoju matuoji matuoja matuojame matuojate matavau matavai matavo matavome matavote matuosiu matuosi matuos matuok matuokite
milteliai	noun	miltẽliai (tik dgs.)	milteliai miltelių milteliams miltelius milteliais milteliuose
mirti	verb	mir̃ti, mìršta, mìrė	mirti mirštu miršti miršta mirštame mirštate miriau mirei mirė mirėme mirėte mirsiu mirsi mirs mirk mirkite
narkotikai	noun	narkòtikas / narkòtikai	narkotikai narkotikų narkotikams narkotikus narkotikais narkotikuose narkotikas narkotiko narkotikui narkotiką narkotiku narkotike
pakeisti	verb	pakeĩsti, pakeĩčia, pàkeitė	pakeisti pakeičiu pakeiti pakeičia pakeičiame pakeičiate pakeičiau pakeitei pakeitė pakeitėme pakeitėte pakeisiu pakeisi pakeis pakeisk pakeiskite
parodyti	verb	paródyti, paródo, paródė	parodyti parodau parodai parodo parodome parodote parodžiau parodei parodė parodėme parodėte parodysiu parodysi parodys parodyk parodykite
pilti	verb	pi̇̀lti, pìla, pýlė	pilti pilu pili pila pilame pilate pyliau pylei pylė pylėme pylėte pilsiu pilsi pils pilk pilkite
prisiminti	verb	prisimìnti, prisìmena, prisìminė	prisiminti prisimenu prisimeni prisimena prisimename prisimenate prisiminiau prisiminei prisiminė prisiminėme prisiminėte prisiminsiu prisiminsi prisimins prisimink prisiminkite
puikus	adj	puikùs / puikì	puikus puiki puikaus puikios puikiam puikiai puikų puikią puikiu puikia puikiame puikioje puikūs puikios puikių puikiems puikioms puikius puikias puikiais puikiomis puikiuose puikiose
rezervuoti	verb	rezervúoti, rezervúoja, rezervãvo	rezervuoti rezervuoju rezervuoji rezervuoja rezervuojame rezervuojate rezervavau rezervavai rezervavo rezervavome rezervavote rezervuosiu rezervuosi rezervuos rezervuok rezervuokite
rūgštus	adj	rūgštùs / rūgštì	rūgštus rūgšti rūgštaus rūgščios rūgščiam rūgščiai rūgštų rūgščią rūgščiu rūgščia rūgščiame rūgščioje rūgštūs rūgščios rūgščių rūgštiems rūgščioms rūgščius rūgščias rūgščiais rūgščiomis rūgščiuose rūgščiose
saldus	adj	saldùs / saldì	saldus saldi saldaus saldžios saldžiam saldžiai saldų saldžią saldžiu saldžia saldžiame saldžioje saldūs saldžios saldžių saldiems saldžioms saldžius saldžias saldžiais saldžiomis saldžiuose saldžiose
skrandis	noun	skrañdis / skrañdžiai	skrandis skrandžio skrandžiui skrandį skrandžiu skrandyje skrandžiai skrandžių skrandžiams skrandžius skrandžiais skrandžiuose
stumti	verb	stùmti, stùmia, stū́mė	stumti stumiu stumi stumia stumiame stumiate stūmiau stūmei stūmė stūmėme stūmėte stumsiu stumsi stums stumk stumkite
susitarti	verb	susitar̃ti, susìtaria, susìtarė	susitarti susitariu susitari susitaria susitariame susitariate susitariau susitarei susitarė susitarėme susitarėte susitarsiu susitarsi susitars susitark susitarkite
tabletė	noun	tablètė / tablètės	tabletė tabletės tabletei tabletę tablete tabletėje tablečių tabletėms tabletes tabletėmis tabletėse
tikėtis	verb	tikė́tis, tìkisi, tikė́josi	tikėtis tikiuosi tikiesi tikisi tikimės tikitės tikėjausi tikėjaisi tikėjosi tikėjomės tikėjotės tikėsiuosi tikėsiesi tikėsis tikėkis tikėkitės
trukti	verb	trùkti, truñka, trùko	trukti trunku trunki trunka trunkame trunkate trukau trukai truko trukome trukote truksiu truksi truks
užmiršti	verb	užmir̃šti, užmir̃šta, užmir̃šo	užmiršti užmirštu užmiršti užmiršta užmirštame užmirštate užmiršau užmiršai užmiršo užmiršome užmiršote užmiršiu užmirši užmirš užmiršk užmirškite
vaivorykštė	noun	vaivórykštė / vaivórykštės	vaivorykštė vaivorykštės vaivorykštei vaivorykštę vaivorykšte vaivorykštėje vaivorykščių vaivorykštėms vaivorykštes vaivorykštėmis vaivorykštėse
vidurnaktis	noun	vidùrnaktis / vidùrnakčiai	vidurnaktis vidurnakčio vidurnakčiui vidurnaktį vidurnakčiu vidurnaktyje vidurnakčiai vidurnakčių vidurnakčiams vidurnakčius vidurnakčiais vidurnakčiuose
voveraitė	noun	voveráitė / voveráitės	voveraitė voveraitės voveraitei voveraitę voveraite voveraitėje voveraičių voveraitėms voveraites voveraitėmis voveraitėse
širdis	noun	širdi̇̀s / šìrdys	širdis širdies širdžiai širdį širdimi širdyje širdys širdžių širdims širdis širdimis širdyse
šypsotis	verb	šypsótis, šypsósi, šypsójosi	šypsotis šypsausi šypsaisi šypsosi šypsomės šypsotės šypsojausi šypsojaisi šypsojosi šypsojomės šypsojotės šypsosiuosi šypsosiesi šypsosis šypsokis šypsokitės
apsinuodyti	verb	apsinuõdyti, apsinuõdija, apsinuõdijo	apsinuodyti apsinuodiju apsinuodiji apsinuodija apsinuodijame apsinuodijate apsinuodijau apsinuodijai apsinuodijo apsinuodijome apsinuodijote apsinuodysiu apsinuodysi apsinuodys apsinuodysime apsinuodysite apsinuodyk apsinuodykite
augti	verb	áugti, áuga, áugo	augti augu augi auga augame augate augau augai augo augome augote augsiu augsi augs augsime augsite auk aukite
aštrus	adj	aštrùs / aštrì	aštrus aštri aštraus aštrios aštriam aštriai aštrų aštrią aštriu aštria aštriame aštrioje aštrūs aštrių aštriems aštrioms aštrius aštrias aštriais aštriomis aštriuose aštriose
batai	noun	bãtas / bãtai	batai batų batams batus batais batuose batas bato batui batą batu bate
džiaugtis	verb	džiaũgtis, džiaũgiasi, džiaũgėsi	džiaugtis džiaugiuosi džiaugiesi džiaugiasi džiaugiamės džiaugiatės džiaugiausi džiaugeisi džiaugėsi džiaugėmės džiaugėtės džiaugsiuosi džiaugsiesi džiaugsis džiaugsimės džiaugsitės džiaukis džiaukitės
gerbti	verb	ger̃bti, ger̃bia, ger̃bė	gerbti gerbiu gerbi gerbia gerbiame gerbiate gerbiau gerbei gerbė gerbėme gerbėte gerbsiu gerbsi gerbs gerbsime gerbsite gerbk gerbkite
ilsėtis	verb	ilsė́tis, ìlsisi, ilsė́josi	ilsėtis ilsiuosi ilsiesi ilsisi ilsimės ilsitės ilsėjausi ilsėjaisi ilsėjosi ilsėjomės ilsėjotės ilsėsiuosi ilsėsiesi ilsėsis ilsėkis ilsėkitės
juoktis	verb	juõktis, juõkiasi, juõkėsi	juoktis juokiuosi juokiesi juokiasi juokiamės juokiatės juokiausi juokeisi juokėsi juokėmės juokėtės juoksiuosi juoksiesi juoksis juokis juokitės
kalendorius	noun	kalendõrius / kalendõriai	kalendorius kalendoriaus kalendoriui kalendorių kalendoriumi kalendoriuje kalendoriai kalendorių kalendoriams kalendorius kalendoriais kalendoriuose
kojinės	noun	kójinė / kójinės	kojinės kojinių kojinėms kojines kojinėmis kojinėse kojinė kojinei kojinę kojine kojinėje
krikštynos	noun	krikštỹnos (tik dgs.)	krikštynos krikštynų krikštynoms krikštynas krikštynomis krikštynose
liudyti	verb	liùdyti, liùdija, liùdijo	liudyti liudiju liudiji liudija liudijame liudijate liudijau liudijai liudijo liudijome liudijote liudysiu liudysi liudys liudysime liudysite liudyk liudykite
matuotis	verb	matúotis, matúojasi, matãvosi	matuotis matuojuosi matuojiesi matuojasi matuojamės matuojatės matavausi matavaisi matavosi matavomės matavotės matuosiuosi matuosiesi matuosis matuokis matuokitės
mineralinis	adj	minerãlinis / minerãlinė	mineralinis mineralinė mineralinio mineralinės mineraliniam mineralinei mineralinį mineralinę mineraliniu mineraline mineraliniame mineralinėje mineraliniai mineralinių mineraliniams mineralinėms mineralinius mineralines mineraliniais mineralinėmis mineraliniuose mineralinėse
mokestis	noun	mókestis / mókesčiai	mokestis mokesčio mokesčiui mokestį mokesčiu mokestyje mokesčiai mokesčių mokesčiams mokesčius mokesčiais mokesčiuose
nervintis	verb	ner̃vintis, ner̃vinasi, ner̃vinosi	nervintis nervinuosi nerviniesi nervinasi nervinamės nervinatės nervinausi nervinaisi nervinosi nervinomės nervinotės nervinsiuosi nervinsiesi nervinsis nervinkis nervinkitės
pakelis	noun	pakẽlis / pakẽliai	pakelio pakeliui pakelį pakeliu pakelyje pakeliai pakelių pakeliams pakelius pakeliais pakeliuose
patenkintas	adj	paténkintas / paténkinta	patenkintas patenkinta patenkinto patenkintos patenkintam patenkintai patenkintą patenkintu patenkintame patenkintoje patenkinti patenkintų patenkintiems patenkintoms patenkintus patenkintas patenkintais patenkintomis patenkintuose patenkintose
pipirai	noun	pipìras / pipìrai	pipirai pipirų pipirams pipirus pipirais pipiruose pipiras pipiro pipirui pipirą pipiru pipire
pristatyti	verb	pristatýti, pristãto, pristãtė	pristatyti pristatau pristatai pristato pristatome pristatote pristačiau pristatei pristatė pristatėme pristatėte pristatysiu pristatysi pristatys pristatysime pristatysite pristatyk pristatykite
purvinas	adj	pur̃vinas / purvinà	purvinas purvina purvino purvinos purvinam purvinai purviną purvinu purviname purvinoje purvini purvinų purviniems purvinoms purvinus purvinas purvinais purvinomis purvinuose purvinose
rugpjūtis	noun	rugpjū́tis / rugpjū́čiai	rugpjūtis rugpjūčio rugpjūčiui rugpjūtį rugpjūčiu rugpjūtyje rugpjūčiai rugpjūčių rugpjūčiams rugpjūčius rugpjūčiais rugpjūčiuose
rūkytas	adj	rūkýtas / rūkýta	rūkytas rūkyta rūkyto rūkytos rūkytam rūkytai rūkytą rūkytu rūkytame rūkytoje rūkyti rūkytų rūkytiems rūkytoms rūkytus rūkytas rūkytais rūkytomis rūkytuose rūkytose
salotos	noun	salõtos (tik dgs.)	salotos salotų salotoms salotas salotomis salotose
slidės	noun	slìdė / slìdės	slidės slidžių slidėms slides slidėmis slidėse slidė slidei slidę slide slidėje
sumokėti	verb	sumokė́ti, sumóka, sumokė́jo	sumokėti sumoku sumoki sumoka sumokame sumokate sumokėjau sumokėjai sumokėjo sumokėjome sumokėjote sumokėsiu sumokėsi sumokės sumokėsime sumokėsite sumokėk sumokėkite
susižeisti	verb	susižeĩsti, susižeĩdžia, susìžeidė	susižeisti susižeidžiu susižeidi susižeidžia susižeidžiame susižeidžiate susižeidžiau susižeidei susižeidė susižeidėme susižeidėte susižeisiu susižeisi susižeis susižeisime susižeisite susižeisk susižeiskite
taksi	noun	taksì / taksì	taksi
tinklaraštis	noun	tinklarãštis / tinklarãščiai	tinklaraštis tinklaraščio tinklaraščiui tinklaraštį tinklaraščiu tinklaraštyje tinklaraščiai tinklaraščių tinklaraščiams tinklaraščius tinklaraščiais tinklaraščiuose
trumpas	adj	trum̃pas / trumpà	trumpas trumpa trumpo trumpos trumpam trumpai trumpą trumpu trumpame trumpoje trumpi trumpų trumpiems trumpoms trumpus trumpas trumpais trumpomis trumpuose trumpose
užsisakyti	verb	užsisakýti, užsisãko, užsisãkė	užsisakyti užsisakau užsisakai užsisako užsisakome užsisakote užsisakiau užsisakei užsisakė užsisakėme užsisakėte užsisakysiu užsisakysi užsisakys užsisakysime užsisakysite užsisakyk užsisakykite
valgiaraštis	noun	valgiãraštis / valgiãraščiai	valgiaraštis valgiaraščio valgiaraščiui valgiaraštį valgiaraščiu valgiaraštyje valgiaraščiai valgiaraščių valgiaraščiams valgiaraščius valgiaraščiais valgiaraščiuose
čiuožti	verb	čiuõžti, čiuõžia, čiuõžė	čiuožti čiuožiu čiuožia čiuožiame čiuožiate čiuožiau čiuožei čiuožė čiuožėme čiuožėte čiuošiu čiuoši čiuoš čiuošime čiuošite čiuožk čiuožkite
šlepetės	noun	šlepẽtė / šlepẽtės	šlepetės šlepečių šlepetėms šlepetes šlepetėmis šlepetėse šlepetė šlepetei šlepetę šlepete šlepetėje
žilas	adj	ži̇̀las / žilà	žilas žila žilo žilos žilam žilai žilą žilu žilame žiloje žili žilų žiliems žiloms žilus žilas žilais žilomis žiluose žilose
apvalus	adj	apvalùs / apvalì	apvalus apvali apvalaus apvalios apvaliam apvaliai apvalų apvalią apvaliu apvalia apvaliame apvalioje apvalūs apvalių apvaliems apvalioms apvalius apvalias apvaliais apvaliomis apvaliuose apvaliose
auskarai	noun	aũskaras / auskaraĩ	auskarai auskarų auskarams auskarus auskarais auskaruose auskaras auskaro auskarui auskarą auskaru auskare
baigti	verb	bai̇̃gti, baĩgia, baĩgė	baigti baigiu baigi baigia baigiame baigiate baigiau baigei baigė baigėme baigėte baigsiu baigsi baigs baigsime baigsite baik baikite
degalai	noun	degalaĩ (tik dgs.)	degalai degalų degalams degalus degalais degaluose
filmuoti	verb	filmúoti, filmúoja, filmãvo	filmuoti filmuoju filmuoji filmuoja filmuojame filmuojate filmavau filmavai filmavo filmavome filmavote filmuosiu filmuosi filmuos filmuosime filmuosite filmuok filmuokite
giedras	adj	giẽdras / giedrà	giedras giedra giedro giedros giedram giedrai giedrą giedru giedrame giedroje giedri giedrų giedriems giedroms giedrus giedras giedrais giedromis giedruose giedrose
indai	noun	iñdas / iñdai	indai indų indams indus indais induose indas indo indui indą indu inde
kabėti	verb	kabė́ti, kãba, kabė́jo	kabėti kabu kabi kaba kabame kabate kabėjau kabėjai kabėjo kabėjome kabėjote kabėsiu kabėsi kabės kabėsime kabėsite kabėk kabėkite
kolekcionuoti	verb	kolekcionúoti, kolekcionúoja, kolekcionãvo	kolekcionuoti kolekcionuoju kolekcionuoji kolekcionuoja kolekcionuojame kolekcionuojate kolekcionavau kolekcionavai kolekcionavo kolekcionavome kolekcionavote kolekcionuosiu kolekcionuosi kolekcionuos kolekcionuosime kolekcionuosite kolekcionuok kolekcionuokite
kursai	noun	kùrsas / kùrsai	kursai kursų kursams kursus kursais kursuose kursas kurso kursui kursą kursu kurse
lūžti	verb	lū́žti, lū́žta, lū́žo	lūžti lūžtu lūžta lūžtame lūžtate lūžau lūžai lūžo lūžome lūžote lūšiu lūši lūš lūšime lūšite lūžk lūžkite
megzti	verb	mègzti, mẽzga, mẽzgė	megzti mezgu mezgi mezga mezgame mezgate mezgiau mezgei mezgė mezgėme mezgėte megsiu megsi megs megsime megsite megzk megzkite
minkštas	adj	mi̇̀nkštas / minkštà	minkštas minkšta minkšto minkštos minkštam minkštai minkštą minkštu minkštame minkštoje minkšti minkštų minkštiems minkštoms minkštus minkštas minkštais minkštomis minkštuose minkštose
mokesčiai	noun	mókestis / mókesčiai	mokesčiai mokesčių mokesčiams mokesčius mokesčiais mokesčiuose mokestis mokesčio mokesčiui mokestį mokesčiu mokestyje
nudegti	verb	nudègti, nùdega, nùdegė	nudegti nudegu nudegi nudega nudegame nudegate nudegiau nudegei nudegė nudegėme nudegėte nudegsiu nudegsi nudegs nudegsime nudegsite nudek nudekite
pamesti	verb	pamèsti, pàmeta, pàmetė	pamesti pametu pameti pameta pametame pametate pamečiau pametei pametė pametėme pametėte pamesiu pamesi pames pamesime pamesite pamesk pameskite
procentai	noun	pròcentas / pròcentai	procentai procentų procentams procentus procentais procentuose procentas procento procentui procentą procentu procente
registruotis	verb	registrúotis, registrúojasi, registrãvosi	registruotis registruojuosi registruojiesi registruojasi registruojamės registruojatės registravausi registravaisi registravosi registravomės registravotės registruosiuosi registruosiesi registruosis registruosimės registruositės registruokis registruokitės
rugsėjis	noun	rugsė́jis / rugsė́jai	rugsėjis rugsėjo rugsėjui rugsėjį rugsėju rugsėjyje rugsėjai rugsėjų rugsėjams rugsėjus rugsėjais rugsėjuose
rūkyti	verb	rūkýti, rū̃ko, rū̃kė	rūkyti rūkau rūkai rūko rūkome rūkote rūkiau rūkei rūkė rūkėme rūkėte rūkysiu rūkysi rūkys rūkysime rūkysite rūkyk rūkykite
samtis	noun	sámtis / sámčiai	samtis samčio samčiui samtį samčiu samtyje samčiai samčių samčiams samčius samčiais samčiuose
sportuoti	verb	sportúoti, sportúoja, sportãvo	sportuoti sportuoju sportuoji sportuoja sportuojame sportuojate sportavau sportavai sportavo sportavome sportavote sportuosiu sportuosi sportuos sportuosime sportuosite sportuok sportuokite
susilaužyti	verb	susiláužyti, susiláužo, susiláužė	susilaužyti susilaužau susilaužai susilaužo susilaužome susilaužote susilaužiau susilaužei susilaužė susilaužėme susilaužėte susilaužysiu susilaužysi susilaužys susilaužysime susilaužysite susilaužyk susilaužykite
sveikti	verb	sveĩkti, sveĩksta, sveĩko	sveikti sveikstu sveiksti sveiksta sveikstame sveikstate sveikau sveikai sveiko sveikome sveikote sveiksiu sveiksi sveiks sveiksime sveiksite sveik sveikite
tarti	verb	tar̃ti, tãria, tãrė	tarti tariu tari taria tariame tariate tariau tarei tarė tarėme tarėte tarsiu tarsi tars tarsime tarsite tark tarkite
tramvajus	noun	tramvãjus / tramvãjai	tramvajus tramvajaus tramvajui tramvajų tramvajumi tramvajuje tramvajai tramvajams tramvajus tramvajais tramvajuose
ukrainietis	noun	ukrainiẽtis / ukrainiẽčiai	ukrainietis ukrainiečio ukrainiečiui ukrainietį ukrainiečiu ukrainietyje ukrainiečiai ukrainiečių ukrainiečiams ukrainiečius ukrainiečiais ukrainiečiuose
vaisius	noun	vai̇̃sius / vaĩsiai	vaisius vaisiaus vaisiui vaisių vaisiumi vaisiuje vaisiai vaisiams vaisiais vaisiuose
versti	verb	ver̃sti, ver̃čia, vertė̃	versti verčiu verti verčia verčiame verčiate verčiau vertei vertė vertėme vertėte versiu versi vers versime versite versk verskite
virtas	adj	vìrtas / vìrta	virtas virta virto virtos virtam virtai virtą virtu virtame virtoje virti virtų virtiems virtoms virtus virtas virtais virtomis virtuose virtose
šakutė	noun	šakùtė / šakùtės	šakutė šakutės šakutei šakutę šakute šakutėje šakučių šakutėms šakutes šakutėmis šakutėse
šventė	noun	šveñtė / šveñtės	šventė šventės šventei šventę švente šventėje švenčių šventėms šventes šventėmis šventėse
žymėti	verb	žymė́ti, žỹmi, žymė́jo	žymėti žymiu žymi žymime žymite žymėjau žymėjai žymėjo žymėjome žymėjote žymėsiu žymėsi žymės žymėsime žymėsite žymėk žymėkite
auti	verb	aũti, aũna, ãvė	auti aunu auni auna auname aunate aviau avei avė avėme avėte ausiu ausi aus ausime ausite auk aukite
baltas	adj	báltas / baltà	baltas balta balto baltos baltam baltai baltą baltu baltame baltoje balti baltų baltiems baltoms baltus baltais baltomis baltuose baltose
degtukai	noun	degtùkas / degtùkai	degtukai degtukų degtukams degtukus degtukais degtukuose degtukas degtuko degtukui degtuką degtuku degtuke
fotografuoti	verb	fotografúoti, fotografúoja, fotografãvo	fotografuoti fotografuoju fotografuoji fotografuoja fotografuojame fotografuojate fotografavau fotografavai fotografavo fotografavome fotografavote fotografuosiu fotografuosi fotografuos fotografuosime fotografuosite fotografuok fotografuokite
gultis	verb	gul̃tis, gùlasi, gùlėsi	gultis guluosi guliesi gulasi gulamės gulatės guliausi guleisi gulėsi gulėmės gulėtės gulsiuosi gulsiesi gulsis gulsimės gulsitės gulkis gulkitės
jaunas	adj	jáunas / jaunà	jaunas jauna jauno jaunos jaunam jaunai jauną jaunu jauname jaunoje jauni jaunų jauniems jaunoms jaunus jaunais jaunomis jaunuose jaunose
kailiniai	noun	kailiniaĩ (tik dgs.)	kailiniai kailinių kailiniams kailinius kailiniais kailiniuose
keptas	adj	kẽptas / keptà	keptas kepta kepto keptos keptam keptai keptą keptu keptame keptoje kepti keptų keptiems keptoms keptus keptais keptomis keptuose keptose
kontrolierius	noun	kontroliẽrius / kontroliẽriai	kontrolierius kontrolieriaus kontrolieriui kontrolierių kontrolieriumi kontrolieriuje kontrolieriai kontrolieriams kontrolieriais kontrolieriuose
kvepalai	noun	kvepalaĩ (tik dgs.)	kvepalai kvepalų kvepalams kvepalus kvepalais kvepaluose
madingas	adj	madìngas / madìnga	madingas madinga madingo madingos madingam madingai madingą madingu madingame madingoje madingi madingų madingiems madingoms madingus madingais madingomis madinguose madingose
metro	noun	mètro (nekait.)	metro
minutė	noun	minùtė / minùtės	minutė minutės minutei minutę minute minutėje minutėms minutes minutėmis minutėse minučių
mėlynas	adj	mė́lynas / mė́lyna	mėlynas mėlyna mėlyno mėlynos mėlynam mėlynai mėlyną mėlynu mėlyname mėlynoje mėlyni mėlynų mėlyniems mėlynoms mėlynus mėlynais mėlynomis mėlynuose mėlynose
padavėjas	noun	padavė́jas / padavė́jai	padavėjas padavėjo padavėjui padavėją padavėju padavėjuje padavėjai padavėjų padavėjams padavėjus padavėjais padavėjuose
pamiršti	verb	pamir̃šti, pamir̃šta, pamir̃šo	pamiršti pamirštu pamiršta pamirštame pamirštate pamiršau pamiršai pamiršo pamiršome pamiršote pamiršiu pamirši pamirš pamiršime pamiršite pamiršk pamirškite
pildyti	verb	pìldyti, pìldo, pìldė	pildyti pildau pildai pildo pildome pildote pildžiau pildei pildė pildėme pildėte pildysiu pildysi pildys pildysime pildysite pildyk pildykite
pralaimėti	verb	pralaimė́ti, pralaĩmi, pralaimė́jo	pralaimėti pralaimiu pralaimi pralaimime pralaimite pralaimėjau pralaimėjai pralaimėjo pralaimėjome pralaimėjote pralaimėsiu pralaimėsi pralaimės pralaimėsime pralaimėsite pralaimėk pralaimėkite
produktai	noun	prodùktas / prodùktai	produktai produktų produktams produktus produktais produktuose produktas produkto produktui produktą produktu produkte
reikšti	verb	réikšti, réiškia, réiškė	reikšti reiškiu reiški reiškia reiškiame reiškiate reiškiau reiškei reiškė reiškėme reiškėte reikšiu reikši reikš reikšime reikšite reikšk reikškite
ruoštis	verb	ruõštis, ruõšiasi, ruõšėsi	ruoštis ruošiuosi ruošiesi ruošiasi ruošiamės ruošiatės ruošiausi ruošeisi ruošėsi ruošėmės ruošėtės ruošis ruošimės ruošitės ruoškis ruoškitės
sakyti	verb	sakýti, sãko, sãkė	sakyti sakau sakai sako sakome sakote sakiau sakei sakė sakėme sakėte sakysiu sakysi sakys sakysime sakysite sakyk sakykite
sekundė	noun	sekùndė / sekùndės	sekundė sekundės sekundei sekundę sekunde sekundėje sekundėms sekundes sekundėmis sekundėse sekundžių
stabdžiai	noun	stabdỹs / stabdžiaĩ	stabdžiai stabdžių stabdžiams stabdžius stabdžiais stabdžiuose stabdys stabdžio stabdžiui stabdį stabdžiu stabdyje
susipažinti	verb	susipažìnti, susipažį́sta, susipažìno	susipažinti susipažįstu susipažįsti susipažįsta susipažįstame susipažįstate susipažinau susipažinai susipažino susipažinome susipažinote susipažinsiu susipažinsi susipažins susipažinsime susipažinsite susipažink susipažinkite
sėstis	verb	sė́stis, sė́dasi, sė́dosi	sėstis sėduosi sėdiesi sėdasi sėdamės sėdatės sėdausi sėdaisi sėdosi sėdomės sėdotės sėsiuosi sėsiesi sėsis sėsimės sėsitės sėskis sėskitės
taupyti	verb	taupýti, taũpo, taũpė	taupyti taupau taupai taupo taupome taupote taupiau taupei taupė taupėme taupėte taupysiu taupysi taupys taupysime taupysite taupyk taupykite
užkandis	noun	ùžkandis / ùžkandžiai	užkandis užkandžio užkandžiui užkandį užkandžiu užkandyje užkandžiai užkandžių užkandžiams užkandžius užkandžiais užkandžiuose
vaistai	noun	váistas / váistai	vaistai vaistų vaistams vaistus vaistais vaistuose vaistas vaisto vaistui vaistą vaistu vaiste
vežti	verb	vèžti, vẽža, vẽžė	vežti vežu veži veža vežame vežate vežiau vežei vežė vežėme vežėte vešiu veši veš vešime vešite vežk vežkite
vogti	verb	võgti, vãgia, võgė	vogti vagiu vagi vagia vagiame vagiate vogiau vogei vogė vogėme vogėte vogsiu vogsi vogs vogsime vogsite vok vokite
šauti	verb	šáuti, šáuna, šóvė	šauti šaunu šauni šauna šauname šaunate šoviau šovei šovė šovėme šovėte šausiu šausi šaus šausime šausite šauk šaukite
švęsti	verb	švę̃sti, šveñčia, šveñtė	švęsti švenčiu šventi švenčia švenčiame švenčiate švenčiau šventei šventė šventėme šventėte švęsiu švęsi švęs švęsime švęsite švęsk švęskite
keitykla	noun	keityklà / keitỹklos	keitykla keityklos keityklai keityklą keitykla keitykloje keityklos keityklų keitykloms keityklas keityklomis keityklose
atidarytuvas	noun	atidarytuvas / atidarytuvai	atidarytuvas atidarytuvo atidarytuvui atidarytuvą atidarytuvu atidarytuve atidarytuvai atidarytuvų atidarytuvams atidarytuvus atidarytuvais atidarytuvuose
du	num	dù / dvì	du dvi dviejų dviem dviejuose dviejose
trys	num	trỹs / trỹs	trys trijų trims tris trimis trijuose trijose
